11.0886 49.4476 310
11.0946 49.434 324
11.083 49.4456 311
11.0912 49.4368 318
11.09 49.4415 315
11.1086 49.4365 317
11.1061 49.4382 316
11.1022 49.4387 318
11.0971 49.4376 320
11.1107 49.4339 319
11.086 49.4449 310
11.0681 49.4692 315
11.0694 49.466 320
11.0716 49.4624 321
11.073 49.4581 327
11.0703 49.4552 303
11.0941 49.443 313
11.0991 49.4431 310
11.1113 49.44 318
11.1139 49.4387 318
11.0672 49.4396 309
11.0717 49.4392 314
11.0745 49.4394 309
11.0804 49.4403 314
11.0854 49.4409 314
11.0688 49.4453 311
11.0648 49.4481 312
11.0668 49.4511 309
11.0536 49.4931 308
11.0587 49.4842 314
11.0682 49.4428 308
11.1159 49.4356 320
11.0645 49.4736 307
11.0624 49.4771 316
11.0607 49.4801 314
11.0682 49.435 317
11.067 49.4313 315
11.0655 49.4282 312
11.0653 49.4256 317
11.1079 49.4515 313
11.1139 49.4539 313
11.081 49.4433 315
11.0809 49.4304 317
11.0786 49.4328 317
11.0748 49.4372 308
11.0863 49.4293 325
11.1339 49.4592 316
11.1247 49.4577 315
11.1333 49.4565 318
11.1352 49.454 324
11.1382 49.4507 333
11.0938 49.4066 328
11.0876 49.406 323
11.083 49.4106 323
11.0792 49.4148 323
11.0831 49.42 326
11.0853 49.4233 328
11.0975 49.448 307
11.1184 49.4557 312
11.0765 49.4342 316
