11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0906 49.4417 313
11.0647 49.4732 310
11.0623 49.4773 316
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314


11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314
11.0647 49.4732 310
11.0623 49.4773 316
11.0608 49.4805 314
11.0608 49.4805 314
11.0608 49.4805 314


11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316


11.0902 49.4413 315
11.0914 49.4367 318
11.0902 49.4413 315
11.0902 49.4413 315
11.0902 49.4413 315
11.0902 49.4413 315


11.0902 49.4413 315
11.0902 49.4413 315
11.0902 49.4413 315
11.0902 49.4413 315
11.0902 49.4413 315
11.0914 49.4367 318
11.0902 49.4413 315
11.0859 49.4452 310
11.0859 49.4452 310


11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0764 49.4343 316
11.0895 49.4414 314

